,Country,Year, Quantity in Millions _x,Investment_Totals,Counts,Month,Chinese Entity, Quantity in Millions _y,Share size,Transaction Party,Sector,Subsector,Region,BRI,Iso_alpha,Investment_Count
47,Algeria,2013,1690,2,19,October,"Power Construction Corp, Yingli Green Energy",510,,SKTM,Energy,Alternative,Arab Middle East and North Africa,1,DZA,1
50,Algeria,2013,1690,2,19,December,China Railway Construction,1180,,,Transport,Autos,Arab Middle East and North Africa,1,DZA,1
45,Bangladesh,2013,180,1,45,November,Sinomach,180,,Pacific Bangladesh Telecom,Technology,Telecom,West Asia,1,BDG,1
17,Bolivia,2013,400,2,17,October,Sinomach,100,,,Transport,Rail,South America,1,BOL,1
18,Bolivia,2013,400,2,17,October,China Aerospace Science and Technology,300,,Tupac Katari,Technology,Telecom,South America,1,BOL,1
12,Cambodia,2013,410,1,30,December,Huaneng Power,410,51%,Royal Group,Energy,Hydro,East Asia,1,KHM,1
8,Congo,2013,1150,1,12,November,Evergreen,1150,,,Chemicals,Unspecified,Sub-Saharan Africa,1,COG,1
2,Equatorial Guinea,2013,480,2,5,December,China Communications Construction,350,,,Transport,Autos,Sub-Saharan Africa,1,GNQ,1
3,Equatorial Guinea,2013,480,2,5,November,Sinomach,130,,,Utilities,Unspecified,Sub-Saharan Africa,1,GNQ,1
1,Ethiopia,2013,2460,1,37,December,"China Railway Construction, China Railway Engineering",2460,,,Transport,Rail,Sub-Saharan Africa,1,ETH,1
46,Ghana,2013,240,1,19,October,Three Gorges,240,,GWCL,Utilities,Unspecified,Sub-Saharan Africa,1,GHA,1
23,Guinea,2013,450,1,15,October,Chinalco,450,,,Metals,Steel,Sub-Saharan Africa,1,GIN,1
42,Indonesia,2013,1080,2,76,December,MCC,180,,SMI,Metals,Steel,East Asia,1,IDN,1
43,Indonesia,2013,1080,2,76,October,China Communications Construction,900,70%,Daya Bumindo,Transport,Shipping,East Asia,1,IDN,1
32,Iraq,2013,1580,3,26,December,China Communications Construction,160,,,Utilities,Unspecified,Arab Middle East and North Africa,1,IRQ,1
34,Iraq,2013,1580,3,26,November,China Communications Construction,170,,,Utilities,Unspecified,Arab Middle East and North Africa,1,IRQ,1
44,Iraq,2013,1580,3,26,November,CNPC,1250,25%,ExxonMobil,Energy,Oil,Arab Middle East and North Africa,1,IRQ,1
30,Jordan,2013,270,1,7,November,Sinomach,270,,,Other,Education,Arab Middle East and North Africa,1,JOR,1
26,Kenya,2013,290,1,29,November,Sinomach,290,,,Health,Unspecified,Sub-Saharan Africa,1,KEN,1
0,Laos,2013,480,2,37,October,Southern Power,300,,,Energy,Unspecified,East Asia,1,LAO,1
24,Laos,2013,480,2,37,December,Norinco,180,85%,Electricite du Laos,Energy,Hydro,East Asia,1,LAO,1
25,Luxembourg,2013,220,1,5,December,Henan Civil Aviation,220,35%,Cargolux Airlines,Transport,Aviation,Europe,1,LARGS,1
27,Macedonia,2013,370,1,3,November,Power Construction Corp,370,51%,,Transport,Autos,Europe,1,MDH,1
28,Malaysia,2013,2560,2,58,December,Guangzhou R&F Properties,1370,100%,,Real estate,Property,East Asia,1,MYS,1
29,Malaysia,2013,2560,2,58,December,China Railway Construction,1190,,,Transport,Autos,East Asia,1,MYS,1
31,Mozambique,2013,400,1,7,December,Anhui Foreign Economic Construction,400,100%,,Metals,Unspecified,Sub-Saharan Africa,1,MOZ,1
35,Myanmar,2013,300,2,16,October,Zongshen Industrial,100,100%,,Metals,Steel,East Asia,1,MMR,1
36,Myanmar,2013,300,2,16,December,CITIC,200,,Siam Cement,Real estate,Construction,East Asia,1,MMR,1
37,Namibia,2013,300,1,7,November,China Communications Construction,300,,,Logistics,Unspecified,Sub-Saharan Africa,1,NAM,1
38,Nigeria,2013,2110,3,33,October,Sinoma,280,,United Cement,Real estate,Construction,Sub-Saharan Africa,1,NER,1
39,Nigeria,2013,2110,3,33,December,Sinoma,540,,Dangote,Real estate,Construction,Sub-Saharan Africa,1,NER,1
40,Nigeria,2013,2110,3,33,December,"Power Construction Corp, Sinomach",1290,,,Energy,Hydro,Sub-Saharan Africa,1,NER,1
41,Pakistan,2013,100,1,63,December,China Communications Construction,100,,,Logistics,Unspecified,West Asia,1,PAK,1
21,Papua New Guinea,2013,170,1,10,October,Sinomach,170,,,Transport,Autos,East Asia,1,PNG,1
20,Peru,2013,2890,1,14,November,CNPC,2890,,Petrobras,Energy,Unspecified,South America,1,PER,1
4,Poland,2013,190,1,11,December,Sinomach,190,,Boska,Energy,Alternative,Europe,1,POL,1
5,Romania,2013,540,1,2,November,Ming Yan,540,,Speranta & Succesul,Energy,Alternative,Europe,1,OMN,1
6,Russian Federation,2013,1080,2,47,October,CNPC,620,49%,Rosneft,Energy,Oil,West Asia,1,RUS,1
7,Russian Federation,2013,1080,2,47,December,Shenhua,460,50%,En+,Energy,Coal,West Asia,1,RUS,1
10,Saudi Arabia,2013,1910,2,42,November,China National Building Material,190,,Southern Province Cement,Real estate,Construction,Arab Middle East and North Africa,1,SAU,1
11,Saudi Arabia,2013,1910,2,42,December,SEPCO II,1720,70%,Al-Arrab,Energy,Unspecified,Arab Middle East and North Africa,1,SAU,1
19,Singapore,2013,270,2,79,November,Power Construction Corp,150,,,Transport,Rail,East Asia,1,SGP,1
33,Singapore,2013,270,2,79,November,Yuanda,120,,,Real estate,Construction,East Asia,1,SGP,1
51,South Africa,2013,110,1,7,November,Shanghai Zendai,110,,AECI,Real estate,Property,Sub-Saharan Africa,1,ZAF,1
52,South Korea,2013,980,1,15,November,Shanghai Greenland,980,41%,,Tourism,Unspecified,East Asia,1,KOR,1
48,Sri Lanka,2013,1370,3,21,November,China Communications Construction,400,,,Transport,Autos,West Asia,1,LKA,1
49,Sri Lanka,2013,1370,3,21,November,"Sinomach, Hunan Construction Engineering",430,,,Transport,Autos,West Asia,1,LKA,1
53,Sri Lanka,2013,1370,3,21,November,China Communications Construction,540,,,Tourism,Unspecified,West Asia,1,LKA,1
13,Tanzania,2013,1430,4,22,November,China Poly,200,,NHC,Real estate,Construction,Sub-Saharan Africa,1,TZA,1
14,Tanzania,2013,1430,4,22,October,Tebian Electric Apparatus,690,,Tanesco,Energy,Unspecified,Sub-Saharan Africa,1,TZA,1
15,Tanzania,2013,1430,4,22,October,Power Construction Corp,140,,,Energy,Hydro,Sub-Saharan Africa,1,TZA,1
16,Tanzania,2013,1430,4,22,October,China Power Investment,400,,Tanzania Electric Supply,Energy,Gas,Sub-Saharan Africa,1,TZA,1
22,Vietnam,2013,870,1,27,October,"Harbin Electric, China Energy Engineering",870,,CLP,Energy,Coal,East Asia,1,VNM,1
9,Yemen,2013,510,1,1,November,China Communications Construction,510,,,Transport,Shipping,Arab Middle East and North Africa,1,YEM,1
176,Algeria,2014,3820,6,19,June,State Construction Engineering,890,,,Transport,Aviation,Arab Middle East and North Africa,1,DZA,1
177,Algeria,2014,3820,6,19,October,State Construction Engineering,750,,SIH,Tourism,Unspecified,Arab Middle East and North Africa,1,DZA,1
198,Algeria,2014,3820,6,19,April,State Construction Engineering,230,,SAPTA and EVSM,Transport,Autos,Arab Middle East and North Africa,1,DZA,1
199,Algeria,2014,3820,6,19,April,Sinoma,260,,Ciment Lafarge Souakri,Real estate,Construction,Arab Middle East and North Africa,1,DZA,1
116,Angola,2014,1890,3,20,November,CITIC,120,,,Agriculture,Unspecified,Sub-Saharan Africa,1,AGO,1
117,Angola,2014,1890,3,20,August,Sinomach,990,,Soyo,Energy,Gas,Sub-Saharan Africa,1,AGO,1
135,Angola,2014,1890,3,20,January,Tebian Electric Apparatus,780,,,Energy,Hydro,Sub-Saharan Africa,1,AGO,1
183,Antigua and Barbuda,2014,1000,2,2,December,China Railway Construction,260,,,Transport,Shipping,North America,1,ATG,1
188,Antigua and Barbuda,2014,1000,2,2,June,Yida,740,100%,,Tourism,Unspecified,North America,1,ATG,1
200,Bangladesh,2014,370,2,45,March,Shanghai Electric,190,,North-West Power,Energy,Gas,West Asia,1,BDG,1
175,Belarus,2014,340,1,6,April,China Energy Engineering,340,,Grodnoernergo,Energy,Unspecified,Europe,1,BLR,1
179,Benin,2014,640,1,3,December,China Gansu International Corp for Economic and Technical Cooperation,640,,,Transport,Shipping,Sub-Saharan Africa,1,BEN,1
184,Bolivia,2014,1330,5,17,April,Power Construction Corp,110,,,Transport,Autos,South America,1,BOL,1
185,Bolivia,2014,1330,5,17,June,Power Construction Corp,240,,ENDE,Energy,Hydro,South America,1,BOL,1
186,Bolivia,2014,1330,5,17,August,China Railway Construction,580,,,Transport,Autos,South America,1,BOL,1
223,Brunei,2014,3440,1,3,December,Zhejiang Hengyi,3440,70%,,Energy,Oil,East Asia,1,BRN,1
172,Chad,2014,130,1,3,January,Sinomach,130,,,Energy,Unspecified,Sub-Saharan Africa,1,TCD,1
89,Congo,2014,3890,9,12,February,China Nonferrous,150,100%,,Metals,Copper,Sub-Saharan Africa,1,COG,1
90,Congo,2014,3890,9,12,February,State Construction Engineering,520,,,Entertainment,Unspecified,Sub-Saharan Africa,1,COG,1
91,Congo,2014,3890,9,12,February,Sinomach,130,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
92,Congo,2014,3890,9,12,March,Sinomach,250,,,Utilities,Unspecified,Sub-Saharan Africa,1,COG,1
93,Congo,2014,3890,9,12,March,State Construction Engineering,680,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
94,Congo,2014,3890,9,12,April,Sinoma,180,,,Real estate,Construction,Sub-Saharan Africa,1,COG,1
95,Congo,2014,3890,9,12,May,China Communications Construction,240,,,Transport,Autos,Sub-Saharan Africa,1,COG,1
96,Congo,2014,3890,9,12,June,State Construction Engineering,590,,Brazzaville Comercial Center,Real estate,Construction,Sub-Saharan Africa,1,COG,1
101,Croatia,2014,130,1,3,September,China National Building Material,130,,,Logistics,Unspecified,Europe,1,HRV,1
104,Cuba,2014,100,1,2,February,China Communications Construction,100,,,Transport,Shipping,North America,1,CUB,1
78,Ecuador,2014,2420,3,12,September,Power Construction Corp,140,,,Transport,Autos,South America,1,ECU,1
79,Ecuador,2014,2420,3,12,February,Power Construction Corp,240,,Hidorequinoccio,Energy,Hydro,South America,1,ECU,1
108,Ecuador,2014,2420,3,12,June,"China Railway Construction, China Nonferrous",2040,,Mirador,Metals,Copper,South America,1,ECU,1
57,Egypt,2014,370,1,17,July,Sinoma,370,,,Real estate,Construction,Arab Middle East and North Africa,1,EGY,1
72,Equatorial Guinea,2014,1280,5,5,March,China Energy Engineering,390,,,Utilities,Unspecified,Sub-Saharan Africa,1,GNQ,1
73,Equatorial Guinea,2014,1280,5,5,March,Weihai,200,,,Transport,Aviation,Sub-Saharan Africa,1,GNQ,1
74,Equatorial Guinea,2014,1280,5,5,November,State Construction Engineering,210,,,Tourism,Unspecified,Sub-Saharan Africa,1,GNQ,1
76,Ethiopia,2014,3910,6,37,April,China Railway Engineering,480,,,Transport,Rail,Sub-Saharan Africa,1,ETH,1
80,Ethiopia,2014,3910,6,37,July,Huajian,300,100%,,Real estate,Property,Sub-Saharan Africa,1,ETH,1
109,Ethiopia,2014,3910,6,37,July,China Communications Construction,130,,,Transport,Autos,Sub-Saharan Africa,1,ETH,1
110,Ethiopia,2014,3910,6,37,September,Sinomach,100,,,Energy,Alternative,Sub-Saharan Africa,1,ETH,1
156,Ethiopia,2014,3910,6,37,September,"Power Construction Corp, China Energy Engineering",440,75%,SUR,Energy,Hydro,Sub-Saharan Africa,1,ETH,1
165,Fiji,2014,120,1,2,May,China Railway Engineering,120,,,Transport,Autos,East Asia,1,FJI,1
142,Ghana,2014,960,4,19,October,Three Gorges,310,,,Energy,Hydro,Sub-Saharan Africa,1,GHA,1
169,Ghana,2014,960,4,19,January,Sinomach,300,,Ghana Water,Utilities,Unspecified,Sub-Saharan Africa,1,GHA,1
170,Ghana,2014,960,4,19,July,Solargiga,110,90%,,Energy,Alternative,Sub-Saharan Africa,1,GHA,1
118,Guinea,2014,2960,3,15,May,Hongqiao-led Unit,510,,,Metals,Aluminum,Sub-Saharan Africa,1,GIN,1
119,Guinea,2014,2960,3,15,November,Dreal,2000,100%,,Real estate,Property,Sub-Saharan Africa,1,GIN,1
98,Indonesia,2014,6050,9,76,July,"State Development and Investment Corp, Anhui Conch",320,,,Real estate,Construction,East Asia,1,IDN,1
123,Indonesia,2014,6050,9,76,December,China National Chemical Engineering,440,,PKG,Chemicals,Unspecified,East Asia,1,IDN,1
124,Indonesia,2014,6050,9,76,November,Sinoma,350,,Cemindo Gemilang,Real estate,Construction,East Asia,1,IDN,1
136,Indonesia,2014,6050,9,76,August,Hongqiao,840,56%,Well Harvest,Metals,Aluminum,East Asia,1,IDN,1
137,Indonesia,2014,6050,9,76,April,Sinomach,670,,BTN,Energy,Coal,East Asia,1,IDN,1
138,Indonesia,2014,6050,9,76,July,CIC,1360,19%,Bumi Resources Minerals,Energy,Coal,East Asia,1,IDN,1
224,Indonesia,2014,6050,9,76,July,State Construction Engineering,990,,,Metals,Aluminum,East Asia,1,IDN,1
144,Iran,2014,1010,4,17,December,Sinosteel,180,,Zarand,Energy,Coal,West Asia,1,IRN,1
